dataset_name,design_name,file_name,tokenizer,num_tokens
deepbenchverilog,deepbenchverilog__GEMM_2560_64_2560_N_N_Core_256_64_256,matrix_multiply_top.v,cl100k_base,291847
deepbenchverilog,deepbenchverilog__GEMM_3072_128_1024_T_N_Core_256_128_256,matrix_multiply_full.v,cl100k_base,154634
deepbenchverilog,deepbenchverilog__GEMM_3072_128_1024_T_N_Core_256_128_256,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_3072_128_1024_T_N_Core_256_128_256,matrix_multiply_tcud.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__GEMM_3072_128_1024_T_N_Core_256_128_256,matrix_multiply_tekP.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__GEMM_3072_128_1024_T_N_Core_256_128_256,matrix_multiply_tisb.v,cl100k_base,450
deepbenchverilog,deepbenchverilog__GEMM_3072_128_1024_T_N_Core_256_128_256,matrix_multiply_top.v,cl100k_base,303232
deepbenchverilog,deepbenchverilog__GEMM_3072_3000_1024_N_N_Core_256_200_256,matrix_multiply_full.v,cl100k_base,154760
deepbenchverilog,deepbenchverilog__GEMM_3072_3000_1024_N_N_Core_256_200_256,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_3072_3000_1024_N_N_Core_256_200_256,matrix_multiply_tcud.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_3072_3000_1024_N_N_Core_256_200_256,matrix_multiply_tdEe.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__GEMM_3072_3000_1024_N_N_Core_256_200_256,matrix_multiply_telP.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__GEMM_3072_3000_1024_N_N_Core_256_200_256,matrix_multiply_titb.v,cl100k_base,450
deepbenchverilog,deepbenchverilog__GEMM_3072_3000_1024_N_N_Core_256_200_256,matrix_multiply_top.v,cl100k_base,303237
deepbenchverilog,deepbenchverilog__GEMM_35_700_2048_N_N_Core_35_175_256,matrix_multiply_full.v,cl100k_base,154434
deepbenchverilog,deepbenchverilog__GEMM_35_700_2048_N_N_Core_35_175_256,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_35_700_2048_N_N_Core_35_175_256,matrix_multiply_tcud.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_35_700_2048_N_N_Core_35_175_256,matrix_multiply_tdEe.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__GEMM_35_700_2048_N_N_Core_35_175_256,matrix_multiply_telP.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__GEMM_35_700_2048_N_N_Core_35_175_256,matrix_multiply_titb.v,cl100k_base,450
deepbenchverilog,deepbenchverilog__GEMM_35_700_2048_N_N_Core_35_175_256,matrix_multiply_top.v,cl100k_base,302423
deepbenchverilog,deepbenchverilog__GEMM_5124_700_2048_N_N_Core_244_175_256,matrix_multiply_full.v,cl100k_base,154757
deepbenchverilog,deepbenchverilog__GEMM_5124_700_2048_N_N_Core_244_175_256,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_5124_700_2048_N_N_Core_244_175_256,matrix_multiply_tcud.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_5124_700_2048_N_N_Core_244_175_256,matrix_multiply_tdEe.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__GEMM_5124_700_2048_N_N_Core_244_175_256,matrix_multiply_telP.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__GEMM_5124_700_2048_N_N_Core_244_175_256,matrix_multiply_titb.v,cl100k_base,450
deepbenchverilog,deepbenchverilog__GEMM_5124_700_2048_N_N_Core_244_175_256,matrix_multiply_top.v,cl100k_base,303237
deepbenchverilog,deepbenchverilog__GEMM_5124_9124_2560_T_N_Core_244_256_256,matrix_multiply_full.v,cl100k_base,154634
deepbenchverilog,deepbenchverilog__GEMM_5124_9124_2560_T_N_Core_244_256_256,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_5124_9124_2560_T_N_Core_244_256_256,matrix_multiply_tcud.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__GEMM_5124_9124_2560_T_N_Core_244_256_256,matrix_multiply_tekP.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__GEMM_5124_9124_2560_T_N_Core_244_256_256,matrix_multiply_tisb.v,cl100k_base,450
deepbenchverilog,deepbenchverilog__GEMM_5124_9124_2560_T_N_Core_244_256_256,matrix_multiply_top.v,cl100k_base,303169
deepbenchverilog,deepbenchverilog__GEMM_512_6000_2816_N_N_Core_256_200_256,matrix_multiply_full.v,cl100k_base,154760
deepbenchverilog,deepbenchverilog__GEMM_512_6000_2816_N_N_Core_256_200_256,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_512_6000_2816_N_N_Core_256_200_256,matrix_multiply_tcud.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_512_6000_2816_N_N_Core_256_200_256,matrix_multiply_tdEe.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__GEMM_512_6000_2816_N_N_Core_256_200_256,matrix_multiply_telP.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__GEMM_512_6000_2816_N_N_Core_256_200_256,matrix_multiply_titb.v,cl100k_base,450
deepbenchverilog,deepbenchverilog__GEMM_512_6000_2816_N_N_Core_256_200_256,matrix_multiply_top.v,cl100k_base,303237
deepbenchverilog,deepbenchverilog__GEMM_7860_648_2560_N_N_Core_131_64_256,matrix_multiply_full.v,cl100k_base,154314
deepbenchverilog,deepbenchverilog__GEMM_7860_648_2560_N_N_Core_131_64_256,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GEMM_7860_648_2560_N_N_Core_131_64_256,matrix_multiply_tcud.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__GEMM_7860_648_2560_N_N_Core_131_64_256,matrix_multiply_tekP.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__GEMM_7860_648_2560_N_N_Core_131_64_256,matrix_multiply_tisb.v,cl100k_base,450
deepbenchverilog,deepbenchverilog__GEMM_7860_648_2560_N_N_Core_131_64_256,matrix_multiply_top.v,cl100k_base,291785
deepbenchverilog,deepbenchverilog__GRU_2560_2_Core_256_2_256_Reuse_30_1_20,GetMatrixElement.v,cl100k_base,23435
deepbenchverilog,deepbenchverilog__GRU_2560_2_Core_256_2_256_Reuse_30_1_20,matrix_multiply_full.v,cl100k_base,2400157
deepbenchverilog,deepbenchverilog__GRU_2560_2_Core_256_2_256_Reuse_30_1_20,matrix_multiply_tbkb.v,cl100k_base,31520
deepbenchverilog,deepbenchverilog__GRU_2560_2_Core_256_2_256_Reuse_30_1_20,matrix_multiply_tcud.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__GRU_2560_2_Core_256_2_256_Reuse_30_1_20,matrix_multiply_tdEe.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__GRU_2560_2_Core_256_2_256_Reuse_30_1_20,matrix_multiply_telP.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__GRU_2560_2_Core_256_2_256_Reuse_30_1_20,matrix_multiply_top.v,cl100k_base,246936
deepbenchverilog,deepbenchverilog__GRU_2816_1_Core_256_1_256_Reuse_33_1_22,matrix_multiply_full.v,cl100k_base,62232
deepbenchverilog,deepbenchverilog__GRU_2816_1_Core_256_1_256_Reuse_33_1_22,matrix_multiply_tbkb.v,cl100k_base,15891
deepbenchverilog,deepbenchverilog__GRU_2816_1_Core_256_1_256_Reuse_33_1_22,matrix_multiply_tcud.v,cl100k_base,15851
deepbenchverilog,deepbenchverilog__GRU_2816_1_Core_256_1_256_Reuse_33_1_22,matrix_multiply_tdEe.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__GRU_2816_1_Core_256_1_256_Reuse_33_1_22,matrix_multiply_top.v,cl100k_base,1898939
deepbenchverilog,deepbenchverilog__LSTM_1024_128_Core_256_128_256_Reuse_16_1_8,matrix_multiply_full.v,cl100k_base,154634
deepbenchverilog,deepbenchverilog__LSTM_1024_128_Core_256_128_256_Reuse_16_1_8,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__LSTM_1024_128_Core_256_128_256_Reuse_16_1_8,matrix_multiply_tcud.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__LSTM_1024_128_Core_256_128_256_Reuse_16_1_8,matrix_multiply_tekP.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__LSTM_1024_128_Core_256_128_256_Reuse_16_1_8,matrix_multiply_tisb.v,cl100k_base,450
deepbenchverilog,deepbenchverilog__LSTM_1024_128_Core_256_128_256_Reuse_16_1_8,matrix_multiply_top.v,cl100k_base,303232
deepbenchverilog,deepbenchverilog__LSTM_1536_4_Core_256_4_256_Reuse_24_1_12,GetMatrixElement.v,cl100k_base,46531
deepbenchverilog,deepbenchverilog__LSTM_1536_4_Core_256_4_256_Reuse_24_1_12,matrix_multiply_full.v,cl100k_base,4640798
deepbenchverilog,deepbenchverilog__LSTM_1536_4_Core_256_4_256_Reuse_24_1_12,matrix_multiply_tbkb.v,cl100k_base,62840
deepbenchverilog,deepbenchverilog__LSTM_1536_4_Core_256_4_256_Reuse_24_1_12,matrix_multiply_tcud.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__LSTM_1536_4_Core_256_4_256_Reuse_24_1_12,matrix_multiply_tdEe.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__LSTM_1536_4_Core_256_4_256_Reuse_24_1_12,matrix_multiply_telP.v,cl100k_base,446
deepbenchverilog,deepbenchverilog__LSTM_1536_4_Core_256_4_256_Reuse_24_1_12,matrix_multiply_top.v,cl100k_base,282013
deepbenchverilog,deepbenchverilog__LSTM_256_4_Core_256_4_256_Reuse_4_1_2,GetMatrixElement.v,cl100k_base,46531
deepbenchverilog,deepbenchverilog__LSTM_256_4_Core_256_4_256_Reuse_4_1_2,matrix_multiply_full.v,cl100k_base,4640798
deepbenchverilog,deepbenchverilog__LSTM_256_4_Core_256_4_256_Reuse_4_1_2,matrix_multiply_tbkb.v,cl100k_base,62840
deepbenchverilog,deepbenchverilog__LSTM_256_4_Core_256_4_256_Reuse_4_1_2,matrix_multiply_tcud.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__LSTM_256_4_Core_256_4_256_Reuse_4_1_2,matrix_multiply_tdEe.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__LSTM_256_4_Core_256_4_256_Reuse_4_1_2,matrix_multiply_telP.v,cl100k_base,446
deepbenchverilog,deepbenchverilog__LSTM_256_4_Core_256_4_256_Reuse_4_1_2,matrix_multiply_top.v,cl100k_base,282013
deepbenchverilog,deepbenchverilog__LSTM_2816_32_Core_256_32_256_Reuse_33_1_22,matrix_multiply_full.v,cl100k_base,154315
deepbenchverilog,deepbenchverilog__LSTM_2816_32_Core_256_32_256_Reuse_33_1_22,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__LSTM_2816_32_Core_256_32_256_Reuse_33_1_22,matrix_multiply_tcud.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__LSTM_2816_32_Core_256_32_256_Reuse_33_1_22,matrix_multiply_tekP.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__LSTM_2816_32_Core_256_32_256_Reuse_33_1_22,matrix_multiply_tisb.v,cl100k_base,450
deepbenchverilog,deepbenchverilog__LSTM_2816_32_Core_256_32_256_Reuse_33_1_22,matrix_multiply_top.v,cl100k_base,291848
deepbenchverilog,deepbenchverilog__Vanilla_1760_16_Core_220_16_220_Reuse_8_1_12,matrix_multiply_full.v,cl100k_base,133898
deepbenchverilog,deepbenchverilog__Vanilla_1760_16_Core_220_16_220_Reuse_8_1_12,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__Vanilla_1760_16_Core_220_16_220_Reuse_8_1_12,matrix_multiply_tcud.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__Vanilla_1760_16_Core_220_16_220_Reuse_8_1_12,matrix_multiply_tdEe.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__Vanilla_1760_16_Core_220_16_220_Reuse_8_1_12,matrix_multiply_tdLJ.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__Vanilla_1760_16_Core_220_16_220_Reuse_8_1_12,matrix_multiply_thjb.v,cl100k_base,446
deepbenchverilog,deepbenchverilog__Vanilla_1760_16_Core_220_16_220_Reuse_8_1_12,matrix_multiply_top.v,cl100k_base,252062
deepbenchverilog,deepbenchverilog__Vanilla_2560_32_Core_256_32_256_Reuse_10_1_20,matrix_multiply_full.v,cl100k_base,154315
deepbenchverilog,deepbenchverilog__Vanilla_2560_32_Core_256_32_256_Reuse_10_1_20,matrix_multiply_tbkb.v,cl100k_base,456
deepbenchverilog,deepbenchverilog__Vanilla_2560_32_Core_256_32_256_Reuse_10_1_20,matrix_multiply_tcud.v,cl100k_base,444
deepbenchverilog,deepbenchverilog__Vanilla_2560_32_Core_256_32_256_Reuse_10_1_20,matrix_multiply_tekP.v,cl100k_base,448
deepbenchverilog,deepbenchverilog__Vanilla_2560_32_Core_256_32_256_Reuse_10_1_20,matrix_multiply_tisb.v,cl100k_base,450
deepbenchverilog,deepbenchverilog__Vanilla_2560_32_Core_256_32_256_Reuse_10_1_20,matrix_multiply_top.v,cl100k_base,291848
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,Block_proc.v,cl100k_base,1028
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,conv_2d_cl_array_array_ap_fixed_8u_config2_s.v,cl100k_base,694331
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,fifo_w8_d1024_A.v,cl100k_base,1194
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,fifo_w8_d140_A.v,cl100k_base,1192
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,fifo_w8_d784_A.v,cl100k_base,1192
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,myproject.v,cl100k_base,20429
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,myproject_mux_1287_25_1_1.v,cl100k_base,8038
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,relu_array_array_ap_fixed_8u_relu_config3_s.v,cl100k_base,20556
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,start_for_conv_2d_cl_array_array_ap_fixed_8u_config2_U0.v,cl100k_base,968
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,start_for_relu_array_array_ap_fixed_8u_relu_config3_U0.v,cl100k_base,956
deepbenchverilog,deepbenchverilog__conv_b16_in_28_28_16_f_5_5_8_s_1_p_same,zeropad2d_cl_array_array_ap_fixed_16u_config4_s.v,cl100k_base,42325
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,Block_proc.v,cl100k_base,1028
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,conv_2d_cl_array_array_ap_fixed_16u_config2_s.v,cl100k_base,87511
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,fifo_w8_d168_A.v,cl100k_base,1192
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,fifo_w8_d3136_A.v,cl100k_base,1194
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,fifo_w8_d3364_A.v,cl100k_base,1194
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,myproject.v,cl100k_base,17235
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,myproject_mux_325_9_1_1.v,cl100k_base,2155
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,relu_array_array_ap_fixed_16u_relu_config3_s.v,cl100k_base,38181
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,start_for_conv_2d_cl_array_array_ap_fixed_16u_config2_U0.v,cl100k_base,968
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,start_for_relu_array_array_ap_fixed_16u_relu_config3_U0.v,cl100k_base,956
deepbenchverilog,deepbenchverilog__conv_b16_in_56_56_3_f_3_3_16_s_1_p_same,zeropad2d_cl_array_array_ap_fixed_3u_config4_s.v,cl100k_base,10970
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,Block_proc.v,cl100k_base,1026
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,conv_2d_cl_array_array_ap_fixed_16u_config2_s.v,cl100k_base,400024
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,fifo_w8_d21_A.v,cl100k_base,920
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,fifo_w8_d49_A.v,cl100k_base,920
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,fifo_w8_d81_A.v,cl100k_base,920
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,myproject.v,cl100k_base,26483
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,myproject_mux_325_9_1_1.v,cl100k_base,2155
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,relu_array_array_ap_fixed_16u_relu_config3_s.v,cl100k_base,38180
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,start_for_conv_2d_cl_array_array_ap_fixed_16u_config2_U0.v,cl100k_base,968
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,start_for_relu_array_array_ap_fixed_16u_relu_config3_U0.v,cl100k_base,956
deepbenchverilog,deepbenchverilog__conv_b16_in_7_7_16_f_3_3_16_s_1_p_same,zeropad2d_cl_array_array_ap_fixed_16u_config4_s.v,cl100k_base,40987
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,Block_proc.v,cl100k_base,1028
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,conv_2d_cl_array_array_ap_fixed_16u_config2_s.v,cl100k_base,902616
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,fifo_w16_d13689_A.v,cl100k_base,1194
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,fifo_w16_d3136_A.v,cl100k_base,1194
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,fifo_w16_d392_A.v,cl100k_base,1192
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,myproject.v,cl100k_base,17236
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,myproject_mux_2568_49_1_1.v,cl100k_base,15859
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,relu_array_array_ap_fixed_16u_relu_config3_s.v,cl100k_base,38178
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,start_for_conv_2d_cl_array_array_ap_fixed_16u_config2_U0.v,cl100k_base,968
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,start_for_relu_array_array_ap_fixed_16u_relu_config3_U0.v,cl100k_base,956
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_16_8,zeropad2d_cl_array_array_ap_fixed_3u_config4_s.v,cl100k_base,12269
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,Block_proc.v,cl100k_base,1028
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,conv_2d_cl_array_array_ap_fixed_16u_config2_s.v,cl100k_base,316558
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,fifo_w8_d13689_A.v,cl100k_base,1194
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,fifo_w8_d3136_A.v,cl100k_base,1194
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,fifo_w8_d392_A.v,cl100k_base,1192
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,myproject.v,cl100k_base,17235
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,myproject_mux_2568_49_1_1.v,cl100k_base,15859
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,relu_array_array_ap_fixed_16u_relu_config3_s.v,cl100k_base,38178
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,start_for_conv_2d_cl_array_array_ap_fixed_16u_config2_U0.v,cl100k_base,968
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,start_for_relu_array_array_ap_fixed_16u_relu_config3_U0.v,cl100k_base,956
deepbenchverilog,deepbenchverilog__conv_b1_in_112_112_3_f_7_7_16_s_2_p_same_ap_fixed_8_4,zeropad2d_cl_array_array_ap_fixed_3u_config4_s.v,cl100k_base,12269
deepbenchverilog,deepbenchverilog__conv_b1_in_56_56_16_f_1_1_64_s_2_p_valid_ap_fixed_16_8,Block_proc.v,cl100k_base,1028
deepbenchverilog,deepbenchverilog__conv_b1_in_56_56_16_f_1_1_64_s_2_p_valid_ap_fixed_16_8,fifo_w16_d784_A.v,cl100k_base,1192
deepbenchverilog,deepbenchverilog__conv_b1_in_56_56_16_f_1_1_64_s_2_p_valid_ap_fixed_16_8,myproject.v,cl100k_base,55100
deepbenchverilog,deepbenchverilog__conv_b1_in_56_56_16_f_1_1_64_s_2_p_valid_ap_fixed_16_8,pointwise_conv_2d_cl_array_array_ap_fixed_64u_config4_s.v,cl100k_base,297554
deepbenchverilog,deepbenchverilog__conv_b1_in_56_56_16_f_1_1_64_s_2_p_valid_ap_fixed_16_8,relu_array_array_ap_fixed_64u_relu_config3_s.v,cl100k_base,144655
deepbenchverilog,deepbenchverilog__conv_b1_in_56_56_16_f_1_1_64_s_2_p_valid_ap_fixed_16_8,start_for_relu_array_array_ap_fixed_64u_relu_config3_U0.v,cl100k_base,956
deepbenchverilog,deepbenchverilog__conv_b1_in_56_56_16_f_1_1_64_s_2_p_valid_ap_fixed_8_4,Block_proc.v,cl100k_base,1028
deepbenchverilog,deepbenchverilog__conv_b1_in_56_56_16_f_1_1_64_s_2_p_valid_ap_fixed_8_4,fifo_w8_d784_A.v,cl100k_base,1192
